templateCode,fieldKey,fieldLabel,required,dataSourceKind,classification,recommendedPrefillKind,reason,currentSampleValue,controlType
BM-033,"legalBasis.juvenileJusticeLine","Căn cứ pháp luật người chưa thành niên",false,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""legalBasis.juvenileJusticeLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-033,"custody.detentionDecisionLine","Căn cứ quyết định tạm giữ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""custody.detentionDecisionLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-033,"custody.previousExtensionDecisionLine","Căn cứ quyết định gia hạn trước đó",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""custody.previousExtensionDecisionLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-033,"custody.approvalProposalLine","Dòng xét hồ sơ đề nghị",true,MANUAL,NEVER_AUTO,NONE,"Label ""Dòng xét hồ sơ đề nghị"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-033,"custody.approvalProposalAgencyLine","Cơ quan đề nghị và người bị tạm giữ",true,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan đề nghị và người bị tạm giữ"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-033,"custody.approvalReasonLine","Lý do phê chuẩn",true,MANUAL,NEVER_AUTO,NONE,"Label ""Lý do phê chuẩn"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-033,"custody.approvalArticle1Line","Nội dung Điều 1",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nội dung Điều 1"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-033,"custody.executionRequestLine","Nội dung Điều 2",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nội dung Điều 2"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-033,"recipients.executionAgencyLine","Nơi nhận - cơ quan thực hiện",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.executionAgencyLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-033,"recipients.personLine","Nơi nhận - người bị tạm giữ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.personLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-033,"recipients.archiveLine","Lưu hồ sơ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-033,"signature.signMode","Chế độ ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chế độ ký"" matches NEVER_AUTO pattern.",,TEXT
BM-033,"signature.positionTitle","Chức vụ người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức vụ người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-033,"signature.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-034,"agency.parentNameUpper","Tên cơ quan",false,COMPUTED,NEVER_AUTO,NONE,"Label ""Tên cơ quan"" matches NEVER_AUTO pattern.",,TEXT
BM-034,"document.documentCode","Số quyết định",false,MANUAL,NEVER_AUTO,NONE,"Label ""Số quyết định"" matches NEVER_AUTO pattern.",,TEXT
BM-034,"agency.issuePlace","Địa điểm ban hành",false,COMPUTED,NEVER_AUTO,NONE,"Label ""Địa điểm ban hành"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-034,"document.issueDate","Ngày ban hành",false,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Ngày ban hành"" matches safe document place/date pattern.","2026-01-01",TEXT
BM-035,"agency.parentNameUpper","Tên cơ quan",false,COMPUTED,NEVER_AUTO,NONE,"Label ""Tên cơ quan"" matches NEVER_AUTO pattern.",,TEXT
BM-035,"document.documentCode","Số quyết định",false,MANUAL,NEVER_AUTO,NONE,"Label ""Số quyết định"" matches NEVER_AUTO pattern.",,TEXT
BM-035,"document.issueDate","Ngày ban hành",false,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Ngày ban hành"" matches safe document place/date pattern.","2026-01-01",TEXT
BM-036,"agency.parentNameUpper","Tên cơ quan",false,COMPUTED,NEVER_AUTO,NONE,"Label ""Tên cơ quan"" matches NEVER_AUTO pattern.",,TEXT
BM-036,"document.documentCode","Số văn bản",false,MANUAL,NEVER_AUTO,NONE,"Label ""Số văn bản"" matches NEVER_AUTO pattern.",,TEXT
BM-036,"document.issuePlaceAndDateLine","Địa điểm, ngày ban hành",false,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa điểm, ngày ban hành"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-036,"person.fullName","Họ tên người bị áp dụng",false,MANUAL,NEVER_AUTO,NONE,"Label ""Họ tên người bị áp dụng"" matches NEVER_AUTO pattern.",,DATE
BM-036,"legalBasis.procedureArticlesLine","Thông tin nhân thân bổ sung",false,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""legalBasis.procedureArticlesLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-036,"decision.summaryLine","Tóm tắt quyết định",false,COMPUTED,NEVER_AUTO,NONE,"Path ""decision.summaryLine"" starts with NEVER_AUTO path prefix.",,TEXT
BM-036,"recipients.executionAgencyLine","Cơ quan thi hành quyết định",false,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan thi hành quyết định"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-036,"recipients.personLine","Người bị áp dụng",false,MANUAL,NEVER_AUTO,NONE,"Label ""Người bị áp dụng"" matches NEVER_AUTO pattern.",,TEXT
BM-036,"recipients.archiveLine","Lưu hồ sơ",false,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-037,"agency.parentName","Cơ quan cấp trên",true,AGENCY,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên"" matches NEVER_AUTO pattern.",,TEXT
BM-037,"agency.name","Viện kiểm sát ban hành",true,AGENCY,NEVER_AUTO,NONE,"Label ""Viện kiểm sát ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-037,"document.documentCodeLine","Số quyết định",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số quyết định"" matches NEVER_AUTO pattern.",,TEXT
BM-037,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa danh, ngày ban hành"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-037,"agency.bodyName","Tên cơ quan viết đầy đủ",true,AGENCY,NEVER_AUTO,NONE,"Label ""Tên cơ quan viết đầy đủ"" matches NEVER_AUTO pattern.",,TEXT
BM-037,"legalBasis.juvenileLegalBasisLine","Căn cứ Luật xử lý vi phạm hành chính",false,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""legalBasis.juvenileLegalBasisLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-037,"caseDecision.legalBasisLine","Căn cứ quyết định vụ án",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Căn cứ quyết định vụ án"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-037,"accusedDecision.legalBasisLine","Căn cứ quyết định đối với bị can",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Căn cứ quyết định đối với bị can"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-037,"legalBasis.requestApprovalLine","Căn cứ đề nghị phê chuẩn",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""legalBasis.requestApprovalLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-037,"measure.reasonLine","Lý do áp dụng biện pháp",true,MANUAL,NEVER_AUTO,NONE,"Path ""measure.reasonLine"" starts with NEVER_AUTO path prefix.",,TEXTAREA
BM-037,"measure.article1Line","Điều 1 - Nội dung quyết định",true,MANUAL,NEVER_AUTO,NONE,"Path ""measure.article1Line"" starts with NEVER_AUTO path prefix.",,TEXTAREA
BM-037,"measure.detentionDurationLine","Thời hạn tạm giam",true,MANUAL,NEVER_AUTO,NONE,"Path ""measure.detentionDurationLine"" starts with NEVER_AUTO path prefix.",,TEXT
BM-037,"measure.article2Line","Điều 2 - Giao hồ sơ",true,MANUAL,NEVER_AUTO,NONE,"Path ""measure.article2Line"" starts with NEVER_AUTO path prefix.",,TEXTAREA
BM-037,"recipients.investigationUnitLine","Nơi nhận - Cơ quan điều tra",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.investigationUnitLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-037,"recipients.personLine","Nơi nhận - Bị can",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.personLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-037,"recipients.archiveLine","Lưu hồ sơ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-037,"signature.signMode","Chế độ ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chế độ ký"" matches NEVER_AUTO pattern.",,TEXT
BM-037,"signature.positionTitle","Chức vụ người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức vụ người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-037,"signature.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-038,"agency.parentNameUpper","Cơ quan cấp trên (viết hoa)",true,COMPUTED,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên (viết hoa)"" matches NEVER_AUTO pattern.",,TEXT
BM-038,"agency.nameUpper","Viện kiểm sát (viết hoa)",true,AGENCY,NEVER_AUTO,NONE,"Label ""Viện kiểm sát (viết hoa)"" matches NEVER_AUTO pattern.",,TEXT
BM-038,"document.documentCode","Số quyết định",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số quyết định"" matches NEVER_AUTO pattern.",,TEXT
BM-038,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa danh, ngày ban hành"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-038,"official.issuingAuthorityLine","Cơ quan ban hành",true,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-038,"legalBasis.procedureArticlesLine","Căn cứ Bộ luật Tố tụng hình sự",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Căn cứ Bộ luật Tố tụng hình sự"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-038,"legalBasis.juvenileJusticeLine","Căn cứ Luật xử lý vi phạm hành chính",false,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""legalBasis.juvenileJusticeLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-038,"arrestNonApproval.caseDecisionLegalBasisLine","Căn cứ quyết định vụ án",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""arrestNonApproval.caseDecisionLegalBasisLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-038,"arrestNonApproval.accusedDecisionLegalBasisLine","Căn cứ quyết định khởi tố bị can",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""arrestNonApproval.accusedDecisionLegalBasisLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-038,"arrestNonApproval.proposalLine","Đề nghị không phê chuẩn",true,MANUAL,NEVER_AUTO,NONE,"Label ""Đề nghị không phê chuẩn"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-038,"arrestNonApproval.proposalAgencyLine","Cơ quan đề nghị",true,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan đề nghị"" matches NEVER_AUTO pattern.",,TEXT
BM-038,"arrestNonApproval.reasonLine","Lý do không phê chuẩn",true,MANUAL,NEVER_AUTO,NONE,"Label ""Lý do không phê chuẩn"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-038,"arrestNonApproval.article1Line","Điều 1 - Nội dung quyết định",true,MANUAL,NEVER_AUTO,NONE,"Label ""Điều 1 - Nội dung quyết định"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-038,"arrestNonApproval.article2Line","Điều 2 - Yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Điều 2 - Yêu cầu"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-038,"recipients.executionAgencyLine","Nơi nhận - Cơ quan thi hành",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.executionAgencyLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-038,"recipients.personLine","Nơi nhận - Bị can",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.personLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-038,"recipients.archiveLine","Lưu hồ sơ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-038,"signature.signMode","Chế độ ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chế độ ký"" matches NEVER_AUTO pattern.",,TEXT
BM-038,"signature.positionTitle","Chức vụ người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức vụ người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-038,"signature.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-039,"agency.parentNameUpper","Cơ quan cấp trên (IN HOA)",true,COMPUTED,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên (IN HOA)"" matches NEVER_AUTO pattern.",,TEXT
BM-039,"agency.nameUpper","Viện kiểm sát ban hành (IN HOA)",true,AGENCY,NEVER_AUTO,NONE,"Label ""Viện kiểm sát ban hành (IN HOA)"" matches NEVER_AUTO pattern.",,TEXT
BM-039,"document.documentCode","Số quyết định",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số quyết định"" matches NEVER_AUTO pattern.",,TEXT
BM-039,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa danh, ngày ban hành"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-039,"official.issuingAuthorityLine","Cơ quan ban hành (dòng chữ in trên đầu)",true,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan ban hành (dòng chữ in trên đầu)"" matches NEVER_AUTO pattern.",,TEXT
BM-039,"legalBasis.procedureArticlesLine","Căn cứ Bộ luật Tố tụng hình sự",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Căn cứ Bộ luật Tố tụng hình sự"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-039,"legalBasis.juvenileJusticeLine","Căn cứ pháp luật về vi phạm hành chính",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""legalBasis.juvenileJusticeLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-039,"detentionArrest.caseDecisionLegalBasisLine","Căn cứ quyết định khởi tố vụ án",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.caseDecisionLegalBasisLine"" starts with NEVER_AUTO path prefix.",,TEXTAREA
BM-039,"detentionArrest.accusedDecisionLegalBasisLine","Căn cứ quyết định về bị can",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.accusedDecisionLegalBasisLine"" starts with NEVER_AUTO path prefix.",,TEXTAREA
BM-039,"detentionArrest.reasonLine","Lý do phê chuẩn lệnh bắt và tạm giam",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.reasonLine"" starts with NEVER_AUTO path prefix.",,TEXTAREA
BM-039,"detentionArrest.accusedName","Họ tên bị can",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.accusedName"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.genderLabel","Giới tính",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.genderLabel"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.otherName","Tên gọi khác",false,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.otherName"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.birthDay","Ngày sinh",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.birthDay"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.birthMonth","Tháng sinh",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.birthMonth"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.birthYear","Năm sinh",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.birthYear"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.placeOfBirth","Nơi sinh",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.placeOfBirth"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.nationality","Quốc tịch",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.nationality"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.ethnicity","Dân tộc",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.ethnicity"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.religion","Tôn giáo",false,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.religion"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.occupation","Nghề nghiệp",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.occupation"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.identityNo","Số CMND/CCCD",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.identityNo"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.identityIssuedDay","Ngày cấp CMND/CCCD",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.identityIssuedDay"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.identityIssuedMonth","Tháng cấp CMND/CCCD",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.identityIssuedMonth"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.identityIssuedYear","Năm cấp CMND/CCCD",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.identityIssuedYear"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.identityIssuedPlace","Nơi cấp CMND/CCCD",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.identityIssuedPlace"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.permanentAddress","Nơi thường trú",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.permanentAddress"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.temporaryAddress","Nơi tạm trú",false,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.temporaryAddress"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.currentAddress","Nơi ở hiện tại",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.currentAddress"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.detentionDurationText","Thời hạn tạm giam",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.detentionDurationText"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.detentionToDateLine","Thời hạn đến ngày",true,SYSTEM,NEVER_AUTO,NONE,"Path ""detentionArrest.detentionToDateLine"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.detentionExecutionUnitName","Đơn vị thi hành",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.detentionExecutionUnitName"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"detentionArrest.detentionFacilityName","Cơ sở giam giữ",true,MANUAL,NEVER_AUTO,NONE,"Path ""detentionArrest.detentionFacilityName"" starts with NEVER_AUTO path prefix.",,TEXT
BM-039,"recipients.executionAgencyLine","Nơi nhận - Cơ quan thi hành",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.executionAgencyLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-039,"recipients.detentionFacilityLine","Nơi nhận - Cơ sở giam giữ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.detentionFacilityLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-039,"recipients.personLine","Nơi nhận - Bị can",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.personLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-039,"recipients.archiveLine","Lưu hồ sơ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-039,"signature.signMode","Chế độ ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chế độ ký"" matches NEVER_AUTO pattern.",,TEXT
BM-039,"signature.positionTitle","Chức vụ người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức vụ người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-039,"signature.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-040,"agency.parentName","Cơ quan cấp trên",true,AGENCY,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên"" matches NEVER_AUTO pattern.",,TEXT
BM-040,"agency.name","Viện kiểm sát ban hành",true,AGENCY,NEVER_AUTO,NONE,"Label ""Viện kiểm sát ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-040,"document.documentCodeLine","Số quyết định",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số quyết định"" matches NEVER_AUTO pattern.",,TEXT
BM-040,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa danh, ngày ban hành"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-040,"agency.bodyName","Tên cơ quan viết đầy đủ",true,AGENCY,NEVER_AUTO,NONE,"Label ""Tên cơ quan viết đầy đủ"" matches NEVER_AUTO pattern.",,TEXT
BM-040,"legalBasis.baseProcedureLine","Căn cứ Bộ luật Tố tụng hình sự",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""legalBasis.baseProcedureLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-040,"legalBasis.juvenileLegalBasisLine","Căn cứ Luật xử lý vi phạm hành chính",false,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""legalBasis.juvenileLegalBasisLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-040,"caseDecision.legalBasisLine","Căn cứ quyết định vụ án",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Căn cứ quyết định vụ án"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-040,"accusedDecision.legalBasisLine","Căn cứ quyết định đối với bị can",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Căn cứ quyết định đối với bị can"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-040,"legalBasis.requestApprovalLine","Căn cứ đề nghị phê chuẩn",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""legalBasis.requestApprovalLine"" is generic/common boilerplate safe for prefill.",,TEXTAREA
BM-040,"measure.reasonLine","Lý do áp dụng biện pháp",true,MANUAL,NEVER_AUTO,NONE,"Path ""measure.reasonLine"" starts with NEVER_AUTO path prefix.",,TEXTAREA
BM-040,"measure.article1Line","Điều 1 - Nội dung quyết định",true,MANUAL,NEVER_AUTO,NONE,"Path ""measure.article1Line"" starts with NEVER_AUTO path prefix.",,TEXTAREA
BM-040,"measure.detentionDurationLine","Thời hạn tạm giam",true,MANUAL,NEVER_AUTO,NONE,"Path ""measure.detentionDurationLine"" starts with NEVER_AUTO path prefix.",,TEXT
BM-040,"measure.article2Line","Điều 2 - Giao hồ sơ",true,MANUAL,NEVER_AUTO,NONE,"Path ""measure.article2Line"" starts with NEVER_AUTO path prefix.",,TEXTAREA
BM-040,"recipients.detentionExecutionUnitLine","Nơi nhận - Đơn vị thi hành",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.detentionExecutionUnitLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-040,"recipients.personLine","Nơi nhận - Bị can",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.personLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-040,"recipients.archiveLine","Lưu hồ sơ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-040,"signature.signMode","Chế độ ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chế độ ký"" matches NEVER_AUTO pattern.",,TEXT
BM-040,"signature.positionTitle","Chức vụ người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức vụ người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-040,"signature.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-041,"agency.parentNameUpper","Tên cơ quan",false,COMPUTED,NEVER_AUTO,NONE,"Label ""Tên cơ quan"" matches NEVER_AUTO pattern.",,TEXT
BM-041,"agency.issuePlace","Địa điểm ban hành",false,COMPUTED,NEVER_AUTO,NONE,"Label ""Địa điểm ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-041,"document.documentCode","Số văn bản",false,MANUAL,NEVER_AUTO,NONE,"Label ""Số văn bản"" matches NEVER_AUTO pattern.",,TEXT
BM-042,"agency.parentName","Cơ quan cấp trên",true,AGENCY,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên"" matches NEVER_AUTO pattern.",,TEXT
BM-042,"agency.name","Viện kiểm sát ban hành",true,AGENCY,NEVER_AUTO,NONE,"Label ""Viện kiểm sát ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-042,"document.documentCodeLine","Số quyết định",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số quyết định"" matches NEVER_AUTO pattern.",,TEXT
